group_no,sentence,category
10,"वह लड़का कलंकी की कोठरी में सोया और छदामी उस चबूतरे पर जहाँ शाम ढले एक लाश फूँकी गयी थी और चबूतरा अभी तक गुनगुना था ।
",novels
10,"लेकिन मैं जानतीं हूं जल्दी ही अब एक दूसरी मुश्किल सामने उपस्थित होने वाली है ।
",novels
10,"लूट के लिए आने से पूर्व फ़ोन आदि के कनेक्शन काट चुके होते हैं ।
",novels
10,"न जाने कब वह खिलंदड़ा समुद्र एकाकी और हताश रेगिस्तान में बदल गया ।
",novels
10,"फिर भी मान लो तब तैश में थे लेकिन अब अब तो आगेपीछे सोचो ।
",novels
10,"क्यों न हो डंबर समाज पार्टी के राष्ट्रीय महासचिव डंबर प्रताप जो अपने लाव लश्कर के साथ आए हुए हैं ।
",novels
10,"उन्होंने सोच रखा है कि वह आ जाए तो फिर निर्णय ले ही लिया जाए ये रोजरोज की भयचिंता से छुटकारा तो मिले इस मामले को ज्यादा दिन टालना अब ठीक नहीं ।
",novels
10,"रेत के टीलों में अँधेरा उगने लगा था और ऊँट दौड़ने लगे थे ।
",novels
10,"एक लड़की थी मीना जिसके साथ बुच्चू ने भागकर शादी की ।
",novels
10,"गाँव के लोग तो मेढक और चूहे तक खा रहे हैं ।
",novels
10,"एक छोटी सी मछली हवा का बुलबुला पीने के लिए ऊपर आई ही थी कि आकाश में उड़ रही एक चील ने तेज झपट्टा मारा ।
",novels
10,"राज्य के गृह सचिव वी एस सिंह ने आईएएनएस को बताया कि आज दिनभर शहर में कर्फ्यू के चलते आम तौर पर स्थिति नियंत्रण में रही ।
",news
10,"बीबीसी हिंदी सेवा से बातचीत के दौरान खेमका ने कहा सभी राजनीतिक पार्टियाँ ऐसा करती रही हैं ।
",news
10,"गौड का कहना है कि आजकल एक पैथोलॉजी विशेषज्ञ का करियर डॉक्टरों की अपेक्षा काफी अच्छा हो गया है ।
",news
10,"माने कलाकार आचार्य त्रिगुनातीत जैमिनी अच्छे स्वास्थ्य के लिए म्यूजिक थेरेपी को बढ़ावा दे रहे हैं ।
",news
10,"इन्हीं दिनों रेगिस्तान ने पानी को चमकदार बोतल में बंद नहीं किया बल्कि बूंद-बूंद संचित कर जीवन में ख़ुशी की चमक पैदा की ।
",news
10,"उन्होंने कहा कि वे पाकिस्तान में भी अनाथ बच्चों की मदद के लिए कुछ करना चाहेंगे ।
",news
10,"मुम्बई की पारी की शुरुआत ही विकेट गिरने के साथ हुई और सलामी बल्लेबाज ग्लेन मैक्सवेल शून्य के कुल योग पर बिना खाता खोले पवेलियन लौट गए ।
",news
10,"फ्रांस और ब्रिटेन के समर्थन के साथ अमरीका ने एक प्रस्ताव आगे बढ़ाया जिसमें सीरियाई राष्ट्रपति बशर अल असद की सेना के ख़िलाफ़ सैन्य कार्रवाई करने का विकल्प रखा था जिसका रूस ने विरोध किया था ।
",news
10,"पार्टी के आला नेता इस मामले पर अभी बातचीत करने की स्थिति में नहीं हैं ।
",news
10,"शाहरुख़ को मिली उंडरवर्ल्ड से धमकी ।
",news
10,"करीब 68 प्रतिशत लोगों का कहना था कि वो घर पर ही शराब का सेवन करते हैं जबकि 71 प्रतिशत लोग सप्ताह की खरीदारी में शराब को भी शामिल करते हैं ।
",news
10,"केरेंग पंगी के आसपास सोने के बड़े टुकड़े नहीं मिलते टनों मिट्टी की खुदाई करने पर सिर्फ़ छोटे-छोटे कण मिलते हैं ।
",news
10,"पार्कर को अब जहनावा निताइ दास के नाम से जाना जाता है ।
",news
10,"लीबिया के उप-गृहमंत्री वनीस अल शरीफ ने संवाददाताओं से कहा कि इन लोगों को उनके घरों से ही गिरफ्तार किया गया है लेकिन उन्होंने इससे ज्यादा ब्योरा नहीं दिया ।
",news
10,"इस नज़र से यह अवधारणा खोखली लगती है कि चुनावी मुद्दा जैसी कोई चीज़ होती भी है ।
",news
10,"वस्तुत साहित्य रचने वालों के लिए सिर्फ अनुभव ही जरूरी नहीं होता अपितु उनमें भाषा पर अधिकार लेखन क्षमता और रचना के लिए अपेक्षित कल्पनाशीलता की भी जरूरत होती है ।
",vimarsh
10,"भुगते उसी की भूल ,  यह एक ही वाक्य समझने से संसार का बहुत कुछ बोझ खत्म हो जाएगा ।
",vimarsh
10,"इसी देश के इसी शहर में कहानी संग्रह विभा रानी का नवीनतम कहानी संग्रह है ।
",vimarsh
10,"एक ऐतिहासिक परिदृश्‍य में सीता की दंतकथा के विकास का विश्‍लेषण सतीत्‍व के महत्‍व और इस धारणा को उद्घघाटित करता है कि आदर्श विवाह का आधार पत्‍नी का समर्पण ही हो सकता है ।
",vimarsh
10,"इस क्रांति की एक हल्‍की सी धमक हिंदी में भी सुनाई पड़ रही है ।
",vimarsh
10,"दादाश्री : वह नाम तो ,  अभी यह नाम का हो गया !
",vimarsh
10,"यहाँ यह उल्लेखनीय है कि एक परिपक्व ऐंद्रिक स्वच्छता तथा संवेदी नैतिक स्थायित्व केदार ने अपनी कविता और वैचारिकता का नियमित तथा सांसारिक विस्तार करके ही प्राप्त किया ।
",vimarsh
10,"एक तरफ रोशनी का साम्राज्य और दूसरी तरफ गहन अँधेरा ।
",vimarsh
10,"और साथ ही साथ उन उत्तरदायित्वहीन सत्तावादी प्रयासों को इतिहासबोध के अनिवार्य अंतरालों के बीच चीन्हने का प्रयास करते हैं जिससे एक निरंतर अंतःविवशता का शिकार होती जाती सांस्कृतिक परिस्थिति को वर्तमान के सरलीकरण के खतरे से बचाया जा सके ।
",vimarsh
10,"अन्त में इन्द्र आप वहाँ गए  ,  उनके भाव उदार थे ।
",vimarsh
10,"अज्ञेय जी द्वारा लिखित शेखर एक जीवनी उपन्यास को पढ़कर ऐसा प्रतीत होता है ।
",vimarsh
10,"भाषा और समाज शीर्षक निबंध में अज्ञेय जी कहते हैं संस्कृति एक व्यापक और दीर्घकालीन ढाँचा है जिसके अंदर हमारी समाज की भावना उदित होती है और रूप लेती है ।
",vimarsh
10,"लेकिन इसके बंद होने के पीछे न आर्थिक कारण थे न अन्य दूसरी तरह की प्रकाशकीय समस्याएँ ।
",vimarsh
10,"ग्रामीण भावबोध की कहानी लिखने वालों में फणीश्वरनाथ रेणु का अपना विशिष्ट स्थान है ।
",vimarsh
10,"उसका हर स्थिति में खुलेदिल से स्वागत होना ही चाहिए ताकि वह उसके जीवन में प्रवेश कर सके और इस प्रकार उस समाज में घुलमिल और फलफूल सके ।
",vimarsh
11,"रणथम्भौर में कुएं में गिरने से भालू की मौत  ,   वन विभाग के अफसरों ने मीडिया से बनाई दूरी   । 
",twitter
11,"नन्हें - नन्हें हाथों से निर्मित आकर्षक और अद्वितीय कलाकृतियों ने मन मोह लिया   । 
",twitter
11,"सांस्कृतिक वैविध्य हमारी संस्कृति का सौंदर्य है और उन वैविध्यों में आंतरिक ऐक्य इसकी अनुपम अतुल्य विशिष्टता है   । 
",twitter
11,"अनार खाएँ - त्वचा में चमक पाएँ   । 
",twitter
11,"ट्राय फॉउंडेशन द्वारा निःशुल्क दवा वितरण एवं नर्मदा सेवा   । 
",twitter
11,"समस्त साधनाएं जैसे - जप  ,   तप  ,   योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो  ,   वह बेकार है   । 
",twitter
11,"ग्रामीण युवाओं के सशक्तिकरण के लिए अब इफको लाया है    । 
",twitter
11,"कतर एयरवेज ने एयर इंडिया के अधिग्राहण से जुड़ी किसी भी बातचीत से इनकार किया   । 
",twitter
11,"जैसे सूरज की गर्मी से जलते हुए तन को मिल जाये तरुवर की छाया ऐसा ही सुख मेरे मन को मिला है मैं जबसे शरण तेरी आया  ,  मेरे राम    । 
",twitter
11,"विवाह में विलम्ब  ,   या आ रहीं हैं अड़चने  ,   जानिए इसके ज्योतिषीय कारण और समाधान   । 
",twitter
11,"कौन जीता कौन हारा चमकेगा किसका सितारा चंदा ने सोचा  चलो सानिआ के अब्बा के बारे में इन्हीं लोगों से कहा जाए   । 
",baal sahitya
11,"एक सौदागर समुद्री यात्रा कर रहा था  ,   एक रोज उसने जहाज के कप्‍तान से पूछा कैसी मौत से तुम्‍हारे बाप मरे ? कप्‍तान ने कहा जनाब मेरे पिता मेरे दादा और मेरे परदादा समंदर में डूब मरे   । 
",baal sahitya
11,"उसे चलाकर रोज मजे से  विद्यालय मैं जाऊँ पापा   । 
",baal sahitya
11,"आज बने हैं दहीबड़े भी और पराठे लच्छेदार लेकिन उनके लिए मूँग की पतली खिचड़ी है तैयार   । 
",baal sahitya
11,"उसने थानेदार से कहा साहब सजा की बात सुनने से पहले ही मुझे नींद आ गई थी   । 
",baal sahitya
11,"पंख हमारे गर दो होते पल में बनते मैना तोते   । 
",baal sahitya
11,"घर में आती आइसक्रीम  ,  रसगुल्ले  ,  चमचम  ,  भैया पाता सबसे ज्यादा  ,  मुझको मिले हमेशा कम   । 
",baal sahitya
11,"हर दिन मुझको नया हौंसला दे जाते उस्ताद जी  । 
",baal sahitya
11,"कभी लोटता रहूँ रेत में कभी खेलता फिरूँ खेत में   । 
",baal sahitya
11,"उसका खाना नहाना स्‍कूल के‍ लिए तैयार होना कुछ भी गोलू के बिना नहीं होता   । 
",baal sahitya
11,"मुझसे मेरे प्रोजेक्ट्स का विषय पूछ कर वह काफी देर तक मेरे साथ बैठी   । 
",baal sahitya
11,"इसलिए पास जितनी जमीन थी कुल उसने बेच डाली और उसे कई सोने के टुकड़ों में बदला   । 
",baal sahitya
11,"बस अब सुबह दफ्तर पहुँचने पर मैं कुत्‍ते को एक बार देख लेता था कि वह जिन्‍दा है या मरा   । 
",baal sahitya
11,"गोलू गुलगुल का इस कदर ख्‍याल रखने लगा जैसे वह उसकी दूसरी माँ हो   । 
",baal sahitya
11,"चाहे कैसा भी मौसम हो डटकर उसका करे सामना   । 
",baal sahitya
11,"यद्यपि वास्तु संकल्प ना के आधार पर फेंग शुई के समान है  ,   इन दोनों में घर के अन्दर ऊर्जा के प्रवाह को संतुलित करने की कोशिश की जाती है  ।  
",wikipedia
11,"उन नौ जवान लड़कियों की पूजा होती है जो अभी तक यौवन की अवस्था तक नहीं पहुँची है  ।  
",wikipedia
11,"संपूर्ण संवैधानिक परिचय शासन प्रबंधीय सब अंगों के अध्ययन से ही संभावित हो सकता है  । 
",wikipedia
11,"और बरातियों को कच्ची रसोई खिलाना  । 
",wikipedia
11,"आचार्य रामचन्द्र शुक्ल के अनुसार परीक्षा गुरु हिन्दी का प्रथम उपन्यास है  । 
",wikipedia
11,"जब दुरमुस चलाने की स्थिति नहीं होती थी तब जहाज के डेक पर से सशस्त्र सैनिक लड़ते थे  । 
",wikipedia
11,"उदाहरण के लिए टिकट बुक करने वाला लिपिक बर्थ उपलब्ध रहते यह नहीं कह सकता कि बर्थ उपलब्ध नहीं है  ।  
",wikipedia
11,"भारतीय अनुबंध विधि की धारा 30 के अनुसार जुआ या शर्त बाजी आदि के समझौते अवैध करार दिए गए हैं  । 
",wikipedia
11,"समाज सेविकोम जो अत्यन्त योगदान करता हे उसको राष्ट्र पुरस्कार के माध्यम से पहचानता है  ।  
",wikipedia
11,"रोमन कैथोलिक चर्च इसे अब तक ऐसा धार्मिक बंधन समझता है  । 
",wikipedia
11,"तेलगू-साहित्य के प्राचीनतम ज्ञात कवि हैं नन्नय  ,   जिनका समय है ईसा की ग्यारहवीं सती  । 
",wikipedia
11,"शरीर ट्रिपलोब्लास्टिक होता है  ,   अर्थात  ,   तीनों जनन परतें पूर्ण विकसित होती हैं और उतक विभेदित अंग बनाते हैं  । 
",wikipedia
11,"सामयिक चीन में  ,   ची मेन डुन जिया और डा लिऊ रेन की अनुमान प्रणालियों को इस्तेमाल करने वालों ने फेंग शुई में अत्यधिक विस्तृत तथा विश्लेषणात्मक ढंग से समस्या को सुलझाने के लिए अनुमान की इन विधियों को अपनाया  । 
",wikipedia
11,"मुसलमानों के लिये इस्लाम जीवन के हर पहलू पर अपना प्रभाव रखता है  । 
",wikipedia
11,"परंतु प्रत्येक दशा में उपचार के बाद बीज को पानी से भली भॉति धो डालना आवश्यक है  । 
",wikipedia
11,"खेत में जाती तो उसे भी साथ ले जाती  । 
",old stories
11,"वह हमारे सिर आवेगी न  आप तो अपना काम निकाल कर अलग हो जायेंगे   । 
",old stories
11,"प्रमीला श्रद्धाभाव से बोली भगवान् की प्रेरणा और क्या  भगवान् की दया होती है तभी हमारे मन में सद्विचार भी आते हैं   । 
",old stories
11,"क्या इस अवसर पर स्वार्थ के मोह में हम अपने बहुमूल्य उद्देश्य को भूल जायेंगे हम ऐसी संधि चाहते हैं जो हमारे हृदय को एक कर दे   । 
",old stories
11,"जब लोग आ कर बैठ जाएँ और महफिल का रंग जम जाए तो आबादीजान रसिकजनों की कलाइयाँ पकड़पकड़   । 
",old stories
11,"मुझे अब एक दिन की देर भी असह्य है   । 
",old stories
11,"और उसकी स्त्री को खूब लथेड़ा कल का बानी आज का सेठ खेत जोतने चले हैं   । 
",old stories
11,"दाहिनी ओर लगभग दो सौ गज की दूरी पर नीचे की ओर पयस्विनी नदी चट्टानों और पाषाण शिलाओं से उलझती घूमती-घामती बह रही थी   । 
",old stories
11,"लालबिहारी खाने बैठा तो दाल में घी न था बोलादाल में घी क्यों नहीं छोड़ा   । 
",old stories
11,"मैं इसे अमीरों के चोचले रईसों का गधापन और बड़े आदमियों की मुटमरदी और जाने क्याक्या कहकर ईश्वरी का परिहास किया करता और आज मैं पोतड़ों का रईस बनने का स्वाँग भर रहा था   । 
",old stories
11,"दोनों हाथ फैलाये उन चारों के वारों से बच रहा था वह चारों भी आपे से बाहर हो कर दर्शकों पर डंडे चला रहे थे   । 
",old stories
11,"पर जबान न खुली इसी दशा में बैठे-बैठे उनके सिर में ऐसा चक्कर आया कि वे जमीन पर गिर पड़े   । 
",old stories
11,"पंडित कैलाशनाथ का बयान खत्म हो गया और कामिनी इजलास पर पधारी   । 
",old stories
11,"मुँह से कुछ न बोली पर उसका प्रत्येक अंग कह रहा थामैं तुम्हारी हूँ   । 
",old stories
11,"उन्हें यह मालूम न था कि उसमें भी एक तृप्ति का आनंद होता है  ,   जिसे आज रमा के हाथ का  ,   उसके सामने ही  ,   उसके माधुर्य में पके भोजन कर उसने पाया था  । 
",old stories
11,"एक बार पहले जब यह बात उठाई थी तो तुमने मेरी सुखी जिंदगी को आर्शीर्वाद देकर ऑफिस की किसी फाइल की तरह सबकुछ को समाप्त कर दिया था   । 
",novels
11,"शराब की टंकियाँ अलमुनियम के नल से जुड़ी हों तो कितना अच्छा रहे   । 
",novels
11,"भारी बूटों की तेज आहट सुनाई पड़ रही थी   । 
",novels
11,"कॉफी हाउस के सामने खड़े पेड़ पर बदलते मौसम को देखता रहा   । 
",novels
11,"नवीन राजपुत्र को मृगया की शिक्षा के लिए लक्ष्य साधने के लिए वही नगरोपकण्ठ का वन स्थिर हुआ   । 
",novels
11,"स्कूल से आता बाहर बस्ता फेंकता और सीधा पीठ पर चढ़ जाता   । 
",novels
11,"वे किसी-न-किसी की नंजर में किसी-न-किसी की रखवाली में रहती थीं   । 
",novels
11,"टीवी है ही तो फिर घर में कचरा जमा करने की क्या जरूरत है दो कूपन भी उपयोग में आए तो अखबार की कीमत अदा हो गई न   । 
",novels
11,"पहली ही मुलाकात में उन्होंने हमें बताया कि वे अच्छे 1. श्रेणीक्रम में सातवीं श्रेणी के अधिकारी हैं  । 
",novels
11,"ये लीजिए रुपये पर इतने से तो काम नहीं हो पाएगा पर मोकामा में बाबू जी के विद्यार्थी की दुकान है जो उधारी दे देगा   । 
",novels
11,"जैसे उसे वहाँ किसी पुर्जे के खुलने का इंतजार हो   । 
",novels
11,"ध्यान आया रास्ते में नदी पार करते समय भी उसे भैंसें नहीं दिखाई दी थीं   । 
",novels
11,"यह सोचकर सावित्री ने अपनी पीड़ा की गाँठ खुरज दी   । 
",novels
11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels
11,"उसके लिए नेपथ्य ही जरूरी था  । 
",novels
11,"यशराज की चक दे इंडिया अब भी मुकाबले में बनी हुई है   । 
",news
11,"रिपोर्ट में कहा गया है कि माफ़ किए गए मामलों में 34 फ़ीसदी में किसानों को क़र्ज़ माफ़ कर दिए जाने का सर्टिफ़िकेट नहीं दिया गया है  । 
",news
11,"फिल्म इंडस्ट्री में कास्टिंग काउट के बारे में बात करते हुए चित्रांगदा कहती हैं कास्टिंग काउच इस इंडस्ट्री में होता है लेकिन दूसरी जगहों से कम  । 
",news
11,"प्रत्क्षदर्शियों ने बताया कि वहां दो बार हमला हुआ । 
",news
11,"रिलायंस मार्ट केएक वरिष्ठ अधिकारी ने बताया कि इस हाईपरमार्केट में उपभोक्ताओं के दैनिक प्रयोग के सामानों से लेकर उनकी जरूरत के सभी उत्पाद यहां पर उपलब्ध रहेंगे   । 
",news
11,"इसमें उनका बचपन  प्रकृति के संरक्षण के लिए नरेश महेन्द्र ट्रस्ट के अध्यक्ष के तौर पर मिले अनुभव  नरेश के रूप में अपनी भूमिका  राजशाही का पतन और समापन टिप्पणियां शामिल होंगी   । 
",news
11,"एक पॉइंट पर आकर मैं उनका सिर एक बोर्ड पर पटकता हूं और उनके पेट में पंच मारता हूं  । 
",news
11,"हुआ यूं कि लुई के दूसरे पति को पहले से एक बच्चा है  । 
",news
11,"स्टेज पर अडेल की बातें जारी रहीं क्योंकि रिश्ता टूटना कितना ख़राब हो सकता है  । 
",news
11,"मैंने आज तक किसी से काम नही मांगा क्योंकि मेरी शक्ल और क़द देख कर कोई सोच नहीं सकता था की ये एक्टर भी हो सक्ता है  । 
",news
11,"महारानी एलिज़ाबेथ-द्वितिय ने 1997 में भारतीय स्वतंत्रता के 50 वर्ष पूरे होने के अवसर जब भारत का दौरा किया था तब कई भारतीयों ने उनसे कोहिनूर हीरे को लौटाने की मांग की थी  । 
",news
11,"बाला साहब ठाकरे कि अस्थाई समाधि स्थल को हटाने का काम देर रात मुंबई के मेयर सुनील प्रभु और सुभाष देसाई समेत कुछ वरिष्ठ शिवसेना के नेताओं की मौजूदगी में किया गया था  । 
",news
11,"कांग्रेस ने इस पूरे वाक़ये को चुनावी आचार संहिता का उल्लंघन बताया है  । 
",news
11,"अरविन्द कुमार मुकुल जबकि बजट पेश होने में मात्र कुछ समय ही बाकी रह गया है  सरकार महंगाई की मार से कराहती जनता पर मलहम लगाने में जुटी है   । 
",news
11,"सब्जियों के स्टोरेज के लिए किया जा सकता है   । 
",news
11,"विचार किया जाना चाहिए कि यह जानने के बावजूद कि जो कद मिलना हिंदी में संभव है वह बाँग्ला और संस्कृत में तो नहीं ही संभव है  । 
",vimarsh
11,"इन आंदोलनों का असर प्रगतिशील कवियों पर भी पड़ा था हालाँकि इस असर को रूपवाद कलावाद प्रयोगवाद अस्तित्ववाद उग्र आधुनिकतावाद आदि कह कर धिक्कारा ज्यादा गया   । 
",vimarsh
11,"और जो ग्लोबल होने की इस दौड़ में पिछड़ गए खाप पंचायतों की सरपंची हथिया लेना चाहते हैं   । 
",vimarsh
11,"पर घर आकर सोचने लगता है हम में से किसी ने भी इन सब घंटों में आज क्या अर्जन किया था  । 
",vimarsh
11,"अजीब तारतम्य था एक की चेतना दूसरे की मूर्छा में   । 
",vimarsh
11,"देखा जाए तो यह तीन अंकों वाला विभाजन वास्तव में एक अंक वाले यूनानी नाटकों में प्राप्त कथा के विकास से जुड़े तीन बिंदुओं पर आधारित है  ,  आरंभ  ,  मध्य और अंत   । 
",vimarsh
11,"मुन्ना का तर्क है  ,  आखिर दिन भर यहाँ बेकार ही पड़े रहते हैं   । 
",vimarsh
11,"यह दलित जीवन की कहानी तो है पर दलित चेतना की कहानी नहीं है   । 
",vimarsh
11,"मैंने ऐसे लोगों को देखा है जो किसी कहानी को पढ़कर बहुत प्रभावित हैं और आपको उसका सार बताने के लिए आतुर दिखते हैं  । 
",vimarsh
11,"कहानी नव वर्षांक 1958 इसी लेख में वे यह भी कह रहे थे कि कहानी शिल्प संबंधी आलोचनाओं ने कहानी की जीवनी शक्ति का अपहरण कर उसे निर्जीव शिल्प ही नहीं बनाया है उस शिल्प को विभिन्न अवयवों में काटकर बाँट दिया है   । 
",vimarsh
11,"हाँ थोड़ी चर्चा इस घटना व्यापार को बहुत बड़े फलक पर प्रक्षेपित कर देनेवाली सांकेतिकता की भी हुई है   । 
",vimarsh
11,"किंतु वह तो जितना जल्दी हो सके विदेश उड़ जाना चाहता है   । 
",vimarsh
11,"परिणामतः कथा में संरचित दुनिया हमारी वास्तविक दुनिया से अलग होकर अपने स्वप्निल स्वरूप की माया को उजागर कर देती है   । 
",vimarsh
11,"खुद दिनकर के काव्य के भीतर छायावाद की यह ढलान उसका खत्म होता असर विद्यमान है   । 
",vimarsh
11,"समुद्र नदी वन वृक्ष पक्षी रेगिस्तान सन्नाटा मौन दुःख करुणा जैसी मानवीय अस्तित्व से जुड़ी बुनियादी चीजें अज्ञेय की कविता में बारबार लौटती है  । 
",vimarsh
12,"रणथम्भौर में कुएं में गिरने से भालू की मौत ,  वन विभाग के अफसरों ने मीडिया से बनाई दूरी  ।
",twitter
12,"नन्हें - नन्हें हाथों से निर्मित आकर्षक और अद्वितीय कलाकृतियों ने मन मोह लिया  ।
",twitter
12,"सांस्कृतिक वैविध्य हमारी संस्कृति का सौंदर्य है और उन वैविध्यों में आंतरिक ऐक्य इसकी अनुपम अतुल्य विशिष्टता है  ।
",twitter
12,"अनार खाएँ - त्वचा में चमक पाएँ  ।
",twitter
12,"ट्राय फॉउंडेशन द्वारा निःशुल्क दवा वितरण एवं नर्मदा सेवा  ।
",twitter
12,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter
12,"ग्रामीण युवाओं के सशक्तिकरण के लिए अब इफको लाया है   ।
",twitter
12,"कतर एयरवेज ने एयर इंडिया के अधिग्राहण से जुड़ी किसी भी बातचीत से इनकार किया  ।
",twitter
12,"जैसे सूरज की गर्मी से जलते हुए तन को मिल जाये तरुवर की छाया ऐसा ही सुख मेरे मन को मिला है मैं जबसे शरण तेरी आया , मेरे राम   ।
",twitter
12,"विवाह में विलम्ब ,  या आ रहीं हैं अड़चने ,  जानिए इसके ज्योतिषीय कारण और समाधान  ।
",twitter
12,"मैंने कार्ड लेकर उसे बस धन्यवाद कहा और चली गई  ।
",baal sahitya
12,"आखिर को एक मेढक ने कहा , दोस्‍त , जब से तुम इस दलदल में गिरे ऐसा ढोंग क्‍यों रच रहे हो ? मैं हैरत में हूँ ।
",baal sahitya
12,"सारे साथी खामोशी से शिब्बू की बातें सुन रहे थे  ।
",baal sahitya
12,"जैसी भोली बहना मेरी राखी भी वैसी हैं प्यारी  ।
",baal sahitya
12,"उसके मम्‍मी पापा यदि उसे कुछ कहेंगे तो वह शायद खाना पीना बन्‍द कर दे  ।
",baal sahitya
12,"गड्ढा आया झूल उठें सब ज्यों थोड़ी सी लहरी बस  ।
",baal sahitya
12,"सौदागर ने कहा , समुद्र की यात्रा करते हुए तुम्‍हें समंदर में डूबकर मरने का खौफ नहीं होता ।
",baal sahitya
12,"अपनी नन्ही सी दुनिया में हँसी खुशी के रंग भरें  ।
",baal sahitya
12,"जाड़े के मारे वह काँप रहा था और दाँत बज रहे थे  ।
",baal sahitya
12,"चूहा कहीं से निकला और एक टुकड़ा उठाकर अलमारी के नीचे बैठकर खाने लगा  ।
",baal sahitya
12,"ऐसा लगता था जैसे उस व्‍यक्ति ने उस बीमारी से लड़कर हमेशा के लिए मुक्ति पा ली हो  ।
",baal sahitya
12,"सब जानते थे कि वह कोई गलत काम करना पसन्‍द नहीं करता  ।
",baal sahitya
12,"माँ पापा से कहो गाँव से दादा दादी को ले आएँ  ।
",baal sahitya
12,"थोड़ी देर बाद जब वे बाहर आए तो चोर के हाथ में एक मटमैली पोटली थी  ।
",baal sahitya
12,"किसी ने पिचकारी से आकाश के पश्चिम में जोगिया सिंदूरी और पीले रंग का फव्वारा छोड़ दिया ।
",baal sahitya
12,"यह अप्रकट छवि तभी दिखाई देती है जब आँख के सामने नोट को क्षैतिज रूप से पकड़ा जाता है । 
",wikipedia
12,"सहयोग की स्थिति में व्यवस्थापन तथा आत्मसात्करण समता स्थापन के साधन होते हैं । 
",wikipedia
12,"उनमें जवा के प्रम्बनान तथा पनातरान ,  कंपूचित्रा के अंकारेवाट और थाईलैंड के जेतुवन विहार के नाम उल्लेखनीय हैं । 
",wikipedia
12,"जीवन शैली में भी परिवर्तन आया है , जैसे सेवा निवृत लोग पर्यटन में समय बिताना पसंद करते हैं ।
",wikipedia
12,"ऑटो गीयर सिस्टम में इजीड्राइव टेक्नॉलॉजी का इस्तेमाल किया गया है । 
",wikipedia
12,"इस शिक्षा की सबसे बड़ी विशेषता यह है कि इसके द्वारा उन बच्चों/व्यक्तियों को शिक्षित किया जाता है जो औपचारिक शिक्षा का लाभ नहीं उठा पाए  ।
",wikipedia
12,"ऋतु जहां सिर्फ एक बड़े कालखंड के लिये प्रयुक्त होता है वहीं मौसम अपेक्षाकृत छोटे समय के लिये भी प्रयुक्त होता है ।
",wikipedia
12,"पूरे क्षुद्रग्रह घेरे के कुल द्रव्यमान में से आधे से ज़्यादा इन्ही चार वस्तुओं में निहित है ।
",wikipedia
12,"इसमें मुख्य रूप से नमाज़ पार्टी का आयोजन किया जाता है जिसमें पनस्थाना प्रार्थना ,  प्रार्थना शुक्रवार और ईद की प्रार्थना है ।
",wikipedia
12,"उन्हें उपयोगी व्यवसाय की भी शिक्षा दी जाती है ,  ताकि दंड की निर्धारित अवधि पूरी कर घर लौटने पर वे सच्चाई से अपनी जीविका चला सकें ।
",wikipedia
12,"बहुधा परिवार की संपत्ति का स्वामित्व पितृस्थानीय परिवार में पुरुष को और मातृस्थानीय परिवार में नारी को प्राप्त है ।
",wikipedia
12,"अगर उच्च गति सड़कें थी तो स्टील रेल को लाया गया , इमर्जेंसी ब्रेक मारने के लिए .सड़क के दोनों सुरक्षा संशोधनों को बहुत महंगा पाया गया । 
",wikipedia
12,"आम बोल चाल की भाषा मे नवजात और शिशु दोनो को ही बच्चा कहते हैं ।
",wikipedia
12,"राजनीति विज्ञान औपचारिक रूप से राजनीतिक संस्थाओं का अध्ययन करते हुये राज्य के संविधान में निहित कानूनी वास्तविकता को अध्ययन का आधार बनाता है । 
",wikipedia
